项目,主题,问题类型,优先级,描述
EzMan,【EzMan_2040000随机测试】EzMan ATP产品手工停复牌查询提示框反复出现,"",低,"描述

【重现步骤】
1.打开EzMan ATP环境并登陆
2.进入产品手工停复牌
3.业务类型选择任意类型点击查询
4.将业务类型选择成空白状态
5.勾选其中一项业务，并且进行停牌或者复牌的操作

【预期结果】
操作成功，给出正常提示，产品状态刷新成功

【实际结果】
产品状态无法刷新，并会弹出查询提示框【产品代码或业务类型至少选择一项进行查询】


"
新基金业务管理系统_内部,【LOF分红】生成的LOF暂停（恢复）申购赎回及转托管通知与需规要求不一致,优化,普通,"【环境】
http://196.123.134.38/fms
【步骤】
1、LOF分红业务完成后查看通知单
【预期结果】
1、LOF暂停（恢复）申购赎回及转托管通知与需规要求完全一致
【发现问题】
1、与需规不一致
测试人员：田进"
新基金业务管理系统_内部,【LOF暂停及恢复业务】基金业务提交到初审，设置代办人，代办人为复核人，复核人进入界面，界面显示错误,优化,低,"【环境】
http://196.123.134.38/fms
【步骤】
1、用户yanqq设置代办人为q1，q1登录系统，进入LOF暂停及恢复业务界面，
【预期结果】
1、页面显示正确
【发现问题】
1、有两条为yanqq名下待初审状态的操作栏显示错误，详见如图
测试人员：严强"
新基金业务管理系统_内部,【上证分级LOF基金】不定期折算业务，通知单：基金临时停牌通知单，证券简称对齐方式不一致,优化,低,"【环境】
http://196.123.134.38/fms
【步骤】
1、上证分级LOF基金，不定期折算，生成通知单，生成的通知单：基金临时停牌通知单，查看
【预期结果】
1、正确显示
【发现问题】
1、证券简称对齐方式不一致，不够美观


测试人员：田进"
EZEI重构,/sse/nop_16/EzEI/conf/app/rcp/application.ini参数值为空，进程rcproc启动失败,文档,低,/sse/nop_16/EzEI/conf/app/rcp/application.ini参数值为空，进程rcproc启动失败
新基金业务管理系统_内部,【上证分级LOF基金】不定期折算业务，生成的通知单：基金暂停及恢复拆分通知，内容错误，详见截图,优化,普通,"【环境】
http://196.123.134.38/fms
【步骤】
1、上证分级LOF基金，不定期折算，生成通知单，基金暂停及恢复拆分通知，查看
【预期结果】
1、正确显示
【发现问题】
1、暂停拆分终止日写成了暂停合并终止日
测试人员：田进"
ERP系统_内部,考勤审批提交出错,缺陷,紧急,王总在进行考勤审批提交时，出现表单保存失败的错误。前一节点发送过来的汇总人信息丢失导致。
新基金业务管理系统_内部,【lof发行】申请页面基金全称内容显示不完整,优化,普通,"【环境】
http://196.123.134.38/fms
【步骤】
1、基金公司发起申请


【预期结果】
1、基金全称内容显示完整
【发现问题】
1、基金全称内容显示不完整
测试人员：廖丹"
EzMan,【EzMan_2040000随机测试】EzMan ATP中临时复牌（LSFP）导入实际为立即复牌,"",低,"注：该功能目前没有开放，这里先做记录，以便后续关注。

【重现步骤】
1.打开EzMan ATP环境并登陆
2.创建<controlType cname=""停牌类型"">LSFP</controlType>的电子工单，指定复牌日期为交易日之后的日期
3.导入相应的电子工单

【预期结果】
提示操作成功，当前产品仍为停牌状态，到指定日期后复牌

【实际结果】
产品已经复牌，非指定日期

【分析】
可能传递日期有误。
"
EzMan,【EzMan_2040000集成测试】EzMan ATP弹出框关闭按钮和【否】无效,"",低,"描述

【重现步骤】
1.打开EzMan ATP环境并登陆
2.在指定路径创建工单文件，并且电子工单文件存在错误，如：存在重复的数据
3.选择对应的电子工单导入子菜单选择

【预期结果】
1、弹出是否继续的错误提示框
2、点击【否】或者关闭错误提示框后不再继续加载文件

【实际结果】
点击【否】或者关闭错误弹出框后，程序继续加载，并且加载出来的【单人执行】是可点击状态。

【分析】
在点击【否】或者关闭弹出框后，没有执行return操作，程序继续往下执行。类似问题在产品盘后停复牌电子文件导入、产品早间停复牌电子文件导入、产品午间停复牌电子文件导入、基金产品停复牌电子文件导入、基金产品早间停复牌电子文件导入、基金产品午间停复牌电子文件导入 都存在，请一并修改
"
新基金业务管理系统_内部,【变更标的指数】通知单内容未根据录入信息更新,缺陷,普通,"【环境】
http://196.123.134.38/fms
【步骤】
1、基金公司发起申请
2、初审通过
3、复核通过，发送通知单
4、初审修改变更生效日期（原7月5日，变更为7月3日），生成通知单

【预期结果】
1、通知单中的变更生效日期应该是7月3日
【发现问题】
1、通知单中的变更生效日期仍然是7月5日
测试人员：廖丹"
新公司业务管理系统_内部,【V7.2.3年度评价】评价页面点击上一步弹窗提示错误,缺陷,普通,"【环境】
http://196.123.131.10:8080/CBMN
【步骤】
1.使用上市公司（600010）登陆到年度信息披露评价列表页面
2.点击评价进入年度信息披露评价编辑页面
3.点击下一步
4.点击上一步
【发现问题】
1.弹窗提示错误导致无法进行上一步操作
【分析】
彭允标待分析"
新基金业务管理系统_内部,【上证分级LOF基金】不定期折算，若证券代码已经录入暂停及恢复相关信息，且暂停业务的时间段与本系统默认生成的日期有日期重合，则在申请页面自动显2个流程最小的暂停业务日期信息和最大的恢复日期信息,需求变更,普通,"【环境】
http://196.123.134.38/fms
【步骤】
1、上证分级LOF不定期折算，证券代码之前已经录入暂停及恢复相关信息，且暂停业务的时间段与本系统默认生成的日期有日期重合，
【预期结果】
1、在申请页面自动显2个流程最小的暂停业务日期信息和最大的恢复日期信息
【发现问题】
1、此功能未实现
测试人员：田进"
新基金业务管理系统_内部,【分级LOF当日暂停申购等业务】基金业务部提交流程，提交到通知单页面，通知单名字显示错误,优化,低,"【环境】
http://196.123.134.38/fms
【步骤】
1、基金业务部提交流程，提交到通知单页面
【预期结果】
1、通知单名称叫基金临时停牌
【发现问题】
1、显示基金连续停牌
测试人员：严强"
EzMan,【EzMan_2040000集成测试】EzMan ATP中组合快捷键重复,"",低,"【重现步骤】
1.打开EzMan ATP环境并登陆
2.输入组合键ALT+M
3.输入组合键ALT+R

【预期结果】
ALT+M应该打开 产品盘后停复牌电子文件导入 子菜单
ALT+R应该打开 基金产品午间停复牌电子文件导入 子菜单

【实际结果】
ALT+M 打开了主菜单场务管理，ALT+R 打开主菜单维修通道

【分析】
主菜单和子菜单中的快捷组合键重复，建议更新成独立的组合键
"
行情监测平台,【业务通知单系统】【前台】审核人员删除后，送审时，提示送审成功,"",高,"1、新建任务单，保存后，进入到后台部门管理，删除审核人员账号
2、进入前台，发送该任务单
异常结果：提示送审成功，已发送保存到发件中心，审核人员显示账号
预期结果：应提示送审失败，发件中心中，审核为空"
新基金业务管理系统_内部,【分级LOF当日暂停申购等业务】停牌原因填写数字或者英文最大字符时，查看通知单页面没有换行，建议优化,优化,低,"【环境】
http://196.123.134.38/fms
【步骤】
1、停牌原因填写数字或者英文最大字符时，查看通知单页面
【预期结果】
1、通知单中停牌原因栏位可以换行
【发现问题】
1、停牌原因栏位没有换行，
测试人员：田进"
行情监测平台,【业务通知单系统】【前台】组中某通道发件方或收件方为空时，选择该通道发送，提示通道null,"",高,"1、在通讯录中编辑组后，选择该组，在后台在删除组中通道发件方或收件方为空
2、发任务时，选择该组，发送
异常结果：提示通道null(如：“通道null,null,null,null收件方没有接收者，请重新确认通道！”)
预期结果：应提示具体通道名"
